"auto_id","log_identifer","log_date","log_details"
"1","조자룡","2023-03-09 20:51:25","REWARD  GET 1000 / REMAIN 29006"
"2","12333","2023-03-09 21:06:12","JANGSU GOTCHA USE 7500 / REMAIN 1297586"
"3","12333","2023-03-09 21:06:34","REWARD  GET 8000 / REMAIN 1305586"
"4","12333","2023-03-09 21:06:35","REWARD  GET 2000 / REMAIN 1307586"
"5","20230302핸드폰","2023-03-10 03:18:22","REWARD  GET 500 / REMAIN 3223506"
"6","20230302핸드폰","2023-03-10 03:29:34","REWARD  GET 500 / REMAIN 3224006"
"7","20230302핸드폰","2023-03-10 03:29:35","REWARD  GET 1000 / REMAIN 3225006"
"8","20230302핸드폰","2023-03-10 03:29:36","REWARD  GET 500 / REMAIN 3225506"
"9","20230302핸드폰","2023-03-10 03:29:37","REWARD  GET 500 / REMAIN 3226006"
"10","20230302핸드폰","2023-03-10 03:31:12","REWARD  GET 500 / REMAIN 3226506"
"11","기며노","2023-03-10 07:40:43","REWARD  GET 40000 / REMAIN 45506"
"12","조자룡","2023-03-10 08:58:06","REWARD  GET 500 / REMAIN 29506"
"13","조자룡","2023-03-10 08:58:06","REWARD  GET 500 / REMAIN 30006"
"14","조자룡","2023-03-10 08:58:07","REWARD  GET 1000 / REMAIN 31006"
"15","조자룡","2023-03-10 09:16:20","REWARD  GET 1000 / REMAIN 32006"
"16","조자룡","2023-03-10 09:16:21","REWARD  GET 1500 / REMAIN 33506"
"17","조자룡","2023-03-10 09:16:22","REWARD  GET 500 / REMAIN 34006"
"18","조자룡","2023-03-10 09:16:30","REWARD  GET 10000 / REMAIN 44006"
"19","조자룡","2023-03-10 09:16:37","USE  USE 1000 / REMAIN 43006"
"20","조자룡","2023-03-10 09:16:38","USE  USE 2500 / REMAIN 40506"
"21","조자룡","2023-03-10 09:16:40","USE  USE 2000 / REMAIN 38506"
"22","조자룡","2023-03-10 09:16:42","USE  USE 1000 / REMAIN 37506"
"23","조자룡","2023-03-10 09:16:44","USE  USE 500 / REMAIN 37006"
"24","조자룡","2023-03-10 09:16:46","USE  USE 4000 / REMAIN 33006"
"25","조자룡","2023-03-10 09:16:47","USE  USE 2000 / REMAIN 31006"
"26","조자룡","2023-03-10 09:16:49","USE  USE 2500 / REMAIN 28506"
"27","조자룡","2023-03-10 09:16:50","USE  USE 1000 / REMAIN 27506"
"28","조자룡","2023-03-10 09:16:52","USE  USE 3000 / REMAIN 24506"
"29","조자룡","2023-03-10 09:16:56","REWARD  GET 500 / REMAIN 25006"
"30","조자룡","2023-03-10 09:16:56","REWARD  GET 500 / REMAIN 25506"
"31","조자룡","2023-03-10 09:16:57","REWARD  GET 1000 / REMAIN 26506"
"32","조자룡","2023-03-10 09:19:05","REWARD  GET 1000 / REMAIN 27506"
"33","조자룡","2023-03-10 09:19:05","REWARD  GET 500 / REMAIN 28006"
"34","조자룡","2023-03-10 09:19:06","REWARD  GET 500 / REMAIN 28506"
"35","조자룡","2023-03-10 09:19:07","REWARD  GET 500 / REMAIN 29006"
"36","조자룡","2023-03-10 09:19:07","REWARD  GET 1000 / REMAIN 30006"
"37","조자룡","2023-03-10 09:19:07","REWARD  GET 1000 / REMAIN 31006"
"38","조자룡","2023-03-10 09:19:07","REWARD  GET 1000 / REMAIN 32006"
"39","조자룡","2023-03-10 10:01:47","REWARD  GET 3500 / REMAIN 35506"
"40","20230302핸드폰","2023-03-10 10:08:01","REWARD  GET 2500 / REMAIN 3229006"
"41","20230302핸드폰","2023-03-10 10:08:11","REWARD  GET 8500 / REMAIN 3237506"
"42","20230302핸드폰","2023-03-10 10:08:52","REWARD  GET 1000 / REMAIN 3238506"
"43","20230302핸드폰","2023-03-10 10:10:18","REWARD  GET 500 / REMAIN 3239006"
"44","20230302핸드폰","2023-03-10 10:10:19","REWARD  GET 1000 / REMAIN 3240006"
"45","20230302핸드폰","2023-03-10 10:10:54","REWARD  GET 500 / REMAIN 3240506"
"46","20230302핸드폰","2023-03-10 10:10:56","REWARD  GET 500 / REMAIN 3241006"
"47","20230302핸드폰","2023-03-10 10:11:06","REWARD  GET 1000 / REMAIN 3242006"
"48","20230302핸드폰","2023-03-10 10:32:49","REWARD  GET 1000 / REMAIN 3243006"
"49","20230302핸드폰","2023-03-10 10:32:49","REWARD  GET 500 / REMAIN 3243506"
"50","조자룡","2023-03-10 11:40:09","REWARD  GET 7500 / REMAIN 43006"
"51","조자룡","2023-03-10 12:54:16","REWARD  GET 6000 / REMAIN 49006"
"52","조자룡","2023-03-10 12:54:16","REWARD  GET 500 / REMAIN 49506"
"53","아이폰","2023-03-10 15:02:38","USE  USE 500 / REMAIN 5291"
"54","아이폰","2023-03-10 15:02:41","USE  USE 500 / REMAIN 4791"
"55","아이폰","2023-03-10 15:21:14","REWARD  GET 4000 / REMAIN 8791"
"56","아이폰","2023-03-10 15:21:15","REWARD  GET 20000 / REMAIN 28791"
"57","아이폰","2023-03-10 15:21:16","REWARD  GET 500 / REMAIN 29291"
"58","아이폰","2023-03-10 15:21:17","REWARD  GET 500 / REMAIN 29791"
"59","아이폰","2023-03-10 15:21:17","REWARD  GET 500 / REMAIN 30291"
"60","아이폰","2023-03-10 15:21:17","REWARD  GET 1000 / REMAIN 31291"
"61","아이폰","2023-03-10 15:21:17","REWARD  GET 1000 / REMAIN 32291"
"62","220820","2023-03-10 15:55:35","REWARD  GET 500 / REMAIN 43006"
"63","220820","2023-03-10 15:55:39","REWARD  GET 500 / REMAIN 43506"
"64","12333","2023-03-10 16:23:12","REWARD  GET 4500 / REMAIN 1312086"
"65","12333","2023-03-10 16:24:08","REWARD  GET 500 / REMAIN 1312586"
"66","12333","2023-03-10 16:24:10","REWARD  GET 1000 / REMAIN 1313586"
"67","220820","2023-03-10 16:27:05","REWARD  GET 500 / REMAIN 44006"
"68","220820","2023-03-10 16:27:05","REWARD  GET 500 / REMAIN 44506"
"69","220820","2023-03-10 16:27:06","REWARD  GET 500 / REMAIN 45006"
"70","220820","2023-03-10 16:39:13","REWARD  GET 1000 / REMAIN 46006"
"71","220820","2023-03-10 16:39:49","REWARD  GET 500 / REMAIN 46506"
"72","12333","2023-03-10 16:54:51","REWARD 업적 보상 GET 2500 / REMAIN 1316086"
"73","12333","2023-03-10 16:59:09","REWARD 임무 보상 수령 GET 500 / REMAIN 1316586"
"74","12333","2023-03-10 16:59:10","REWARD 임무 보상 수령 GET 1000 / REMAIN 1317586"
"75","12333","2023-03-10 17:11:24","REWARD 업적 보상 GET 1000 / REMAIN 1318586"
"76","12333","2023-03-10 17:13:04","REWARD 임무 보상 수령 GET 500 / REMAIN 1319086"
"77","12333","2023-03-10 17:13:04","REWARD 임무 보상 수령 GET 1000 / REMAIN 1320086"
"78","아이폰","2023-03-10 17:50:10","REWARD  GET 8500 / REMAIN 40791"
"79","아이폰","2023-03-10 17:52:25","REWARD  GET 500 / REMAIN 41291"
"80","아이폰","2023-03-10 17:53:20","WEAPON GOTCHA USE 10000 / REMAIN 31291"
"81","아이폰","2023-03-10 18:53:12","REWARD 업적 보상 GET 500 / REMAIN 31791"
"82","아이폰","2023-03-10 18:53:12","REWARD 업적 보상 GET 3500 / REMAIN 35291"
"83","아이폰","2023-03-10 18:53:13","REWARD 업적 보상 GET 500 / REMAIN 35791"
"84","아이폰","2023-03-10 18:53:30","REWARD 임무 보상 수령 GET 1000 / REMAIN 36791"
"85","아이폰","2023-03-10 19:01:38","SKILL GOTCHA USE 9000 / REMAIN 27791"
"86","아이폰","2023-03-10 19:01:44","SKILL GOTCHA USE 9000 / REMAIN 18791"
"87","아이폰","2023-03-10 19:01:46","SKILL GOTCHA USE 9000 / REMAIN 9791"
"88","아이폰","2023-03-10 19:01:52","JANGSU GOTCHA USE 2500 / REMAIN 7291"
"89","아이폰","2023-03-10 19:02:16","JANGSU GOTCHA USE 2500 / REMAIN 4791"
"90","아이폰","2023-03-10 19:02:18","JANGSU GOTCHA USE 2500 / REMAIN 2291"
"91","아이폰","2023-03-10 19:02:26","REWARD 업적 보상 GET 1000 / REMAIN 3291"
"92","220820","2023-03-10 19:13:02","REWARD 업적 보상 GET 500 / REMAIN 47006"
"93","아이폰","2023-03-10 19:24:36","REWARD 업적 보상 GET 1000 / REMAIN 4291"
"94","아이폰","2023-03-10 19:24:36","REWARD 임무 보상 수령 GET 500 / REMAIN 4791"
"95","아이폰","2023-03-10 19:25:54","WEAPON GOTCHA USE 1000 / REMAIN 3791"
"96","아이폰","2023-03-10 19:26:21","WEAPON GOTCHA USE 1000 / REMAIN 2791"
"97","아이폰","2023-03-10 19:26:59","REWARD dia.300000 GET 300000 / REMAIN 302791"
"98","아이폰","2023-03-10 19:27:09","JANGSU GOTCHA USE 15000 / REMAIN 287791"
"99","아이폰","2023-03-10 19:30:08","JANGSU GOTCHA USE 15000 / REMAIN 272791"
"100","아이폰","2023-03-10 19:30:12","JANGSU GOTCHA USE 15000 / REMAIN 257791"
"101","아이폰","2023-03-10 19:30:14","JANGSU GOTCHA USE 15000 / REMAIN 242791"
"102","아이폰","2023-03-10 19:30:15","JANGSU GOTCHA USE 15000 / REMAIN 227791"
"103","아이폰","2023-03-10 19:30:17","JANGSU GOTCHA USE 15000 / REMAIN 212791"
"104","아이폰","2023-03-10 19:30:18","JANGSU GOTCHA USE 15000 / REMAIN 197791"
"105","아이폰","2023-03-10 19:30:20","JANGSU GOTCHA USE 15000 / REMAIN 182791"
"106","아이폰","2023-03-10 19:30:21","JANGSU GOTCHA USE 15000 / REMAIN 167791"
"107","아이폰","2023-03-10 19:30:23","JANGSU GOTCHA USE 15000 / REMAIN 152791"
"108","아이폰","2023-03-10 19:30:24","JANGSU GOTCHA USE 15000 / REMAIN 137791"
"109","아이폰","2023-03-10 19:30:26","JANGSU GOTCHA USE 15000 / REMAIN 122791"
"110","아이폰","2023-03-10 19:30:27","JANGSU GOTCHA USE 15000 / REMAIN 107791"
"111","아이폰","2023-03-10 19:30:29","JANGSU GOTCHA USE 15000 / REMAIN 92791"
"112","아이폰","2023-03-10 19:30:30","JANGSU GOTCHA USE 15000 / REMAIN 77791"
"113","아이폰","2023-03-10 19:30:32","JANGSU GOTCHA USE 15000 / REMAIN 62791"
"114","아이폰","2023-03-10 19:30:33","JANGSU GOTCHA USE 15000 / REMAIN 47791"
"115","아이폰","2023-03-10 19:30:35","JANGSU GOTCHA USE 15000 / REMAIN 32791"
"116","아이폰","2023-03-10 19:30:36","JANGSU GOTCHA USE 15000 / REMAIN 17791"
"117","아이폰","2023-03-10 19:30:38","JANGSU GOTCHA USE 15000 / REMAIN 2791"
"118","아이폰","2023-03-10 19:48:30","REWARD 업적 보상 GET 1500 / REMAIN 4291"
"119","아이폰","2023-03-10 19:48:30","REWARD 업적 보상 GET 12000 / REMAIN 16291"
"120","220820","2023-03-10 19:53:56","REWARD 관우 보상 GET 500 / REMAIN 47506"
"121","12333","2023-03-10 20:18:39","REWARD 업적 보상 GET 13500 / REMAIN 1333586"
"122","아이폰","2023-03-10 20:29:43","WEAPON GOTCHA USE 10000 / REMAIN 6291"
"123","220820","2023-03-10 20:50:12","REWARD 업적 보상 GET 500 / REMAIN 48006"
"124","아이폰","2023-03-10 21:13:22","JANGSU GOTCHA USE 2500 / REMAIN 3791"
"125","조자룡","2023-03-10 21:13:43","JANGSU GOTCHA USE 15000 / REMAIN 34506"
"126","조자룡","2023-03-10 21:13:48","JANGSU GOTCHA USE 15000 / REMAIN 19506"
"127","아이폰","2023-03-10 21:13:49","REWARD package.init GET 10000 / REMAIN 13791"
"128","아이폰","2023-03-10 21:13:49","REWARD first GET 5000 / REMAIN 18791"
"129","조자룡","2023-03-10 21:13:50","JANGSU GOTCHA USE 15000 / REMAIN 4506"
"130","아이폰","2023-03-10 21:13:52","REWARD dia.300000 GET 300000 / REMAIN 318791"
"131","아이폰","2023-03-10 21:13:52","REWARD dia.300000 GET 300000 / REMAIN 618791"
"132","아이폰","2023-03-10 21:13:52","REWARD dia.300000 GET 300000 / REMAIN 918791"
"133","아이폰","2023-03-10 21:13:52","REWARD dia.300000 GET 300000 / REMAIN 1218791"
"134","아이폰","2023-03-10 21:13:53","REWARD dia.300000 GET 300000 / REMAIN 1518791"
"135","아이폰","2023-03-10 21:13:53","REWARD dia.300000 GET 300000 / REMAIN 1818791"
"136","아이폰","2023-03-10 21:13:53","REWARD dia.300000 GET 300000 / REMAIN 2118791"
"137","아이폰","2023-03-10 21:13:53","REWARD dia.300000 GET 300000 / REMAIN 2418791"
"138","아이폰","2023-03-10 21:13:53","REWARD dia.300000 GET 300000 / REMAIN 2718791"
"139","아이폰","2023-03-10 21:13:54","REWARD dia.300000 GET 300000 / REMAIN 3018791"
"140","아이폰","2023-03-10 21:13:58","JANGSU GOTCHA USE 15000 / REMAIN 3003791"
"141","아이폰","2023-03-10 21:14:03","JANGSU GOTCHA USE 15000 / REMAIN 2988791"
"142","아이폰","2023-03-10 21:14:04","JANGSU GOTCHA USE 15000 / REMAIN 2973791"
"143","아이폰","2023-03-10 21:14:06","JANGSU GOTCHA USE 15000 / REMAIN 2958791"
"144","아이폰","2023-03-10 21:14:07","JANGSU GOTCHA USE 15000 / REMAIN 2943791"
"145","조자룡","2023-03-10 21:14:07","REWARD 업적 보상 GET 1500 / REMAIN 6006"
"146","아이폰","2023-03-10 21:14:08","JANGSU GOTCHA USE 15000 / REMAIN 2928791"
"147","아이폰","2023-03-10 21:14:10","JANGSU GOTCHA USE 15000 / REMAIN 2913791"
"148","아이폰","2023-03-10 21:14:11","JANGSU GOTCHA USE 15000 / REMAIN 2898791"
"149","아이폰","2023-03-10 21:14:13","JANGSU GOTCHA USE 15000 / REMAIN 2883791"
"150","아이폰","2023-03-10 21:14:14","JANGSU GOTCHA USE 15000 / REMAIN 2868791"
"151","아이폰","2023-03-10 21:14:15","JANGSU GOTCHA USE 15000 / REMAIN 2853791"
"152","아이폰","2023-03-10 21:14:17","JANGSU GOTCHA USE 15000 / REMAIN 2838791"
"153","아이폰","2023-03-10 21:14:18","JANGSU GOTCHA USE 15000 / REMAIN 2823791"
"154","아이폰","2023-03-10 21:14:20","JANGSU GOTCHA USE 15000 / REMAIN 2808791"
"155","아이폰","2023-03-10 21:14:21","JANGSU GOTCHA USE 15000 / REMAIN 2793791"
"156","아이폰","2023-03-10 21:14:22","JANGSU GOTCHA USE 15000 / REMAIN 2778791"
"157","아이폰","2023-03-10 21:14:24","JANGSU GOTCHA USE 15000 / REMAIN 2763791"
"158","아이폰","2023-03-10 21:14:25","JANGSU GOTCHA USE 15000 / REMAIN 2748791"
"159","아이폰","2023-03-10 21:14:27","JANGSU GOTCHA USE 15000 / REMAIN 2733791"
"160","아이폰","2023-03-10 21:14:28","JANGSU GOTCHA USE 15000 / REMAIN 2718791"
"161","아이폰","2023-03-10 21:14:30","JANGSU GOTCHA USE 15000 / REMAIN 2703791"
"162","아이폰","2023-03-10 21:14:32","WEAPON GOTCHA USE 10000 / REMAIN 2693791"
"163","아이폰","2023-03-10 21:14:35","WEAPON GOTCHA USE 10000 / REMAIN 2683791"
"164","아이폰","2023-03-10 21:14:37","WEAPON GOTCHA USE 10000 / REMAIN 2673791"
"165","아이폰","2023-03-10 21:14:39","WEAPON GOTCHA USE 10000 / REMAIN 2663791"
"166","아이폰","2023-03-10 21:14:41","WEAPON GOTCHA USE 10000 / REMAIN 2653791"
"167","아이폰","2023-03-10 21:14:43","WEAPON GOTCHA USE 10000 / REMAIN 2643791"
"168","아이폰","2023-03-10 21:14:45","WEAPON GOTCHA USE 10000 / REMAIN 2633791"
"169","아이폰","2023-03-10 21:14:47","WEAPON GOTCHA USE 10000 / REMAIN 2623791"
"170","아이폰","2023-03-10 21:14:49","WEAPON GOTCHA USE 10000 / REMAIN 2613791"
"171","아이폰","2023-03-10 21:14:51","WEAPON GOTCHA USE 10000 / REMAIN 2603791"
"172","아이폰","2023-03-10 21:14:53","WEAPON GOTCHA USE 10000 / REMAIN 2593791"
"173","아이폰","2023-03-10 21:14:55","WEAPON GOTCHA USE 10000 / REMAIN 2583791"
"174","아이폰","2023-03-10 21:14:57","WEAPON GOTCHA USE 10000 / REMAIN 2573791"
"175","아이폰","2023-03-10 21:14:59","WEAPON GOTCHA USE 10000 / REMAIN 2563791"
"176","아이폰","2023-03-10 21:15:01","WEAPON GOTCHA USE 10000 / REMAIN 2553791"
"177","아이폰","2023-03-10 21:15:03","WEAPON GOTCHA USE 10000 / REMAIN 2543791"
"178","아이폰","2023-03-10 21:15:05","WEAPON GOTCHA USE 10000 / REMAIN 2533791"
"179","아이폰","2023-03-10 21:15:07","WEAPON GOTCHA USE 10000 / REMAIN 2523791"
"180","아이폰","2023-03-10 21:15:09","WEAPON GOTCHA USE 10000 / REMAIN 2513791"
"181","아이폰","2023-03-10 21:15:11","WEAPON GOTCHA USE 10000 / REMAIN 2503791"
"182","아이폰","2023-03-10 21:15:13","WEAPON GOTCHA USE 10000 / REMAIN 2493791"
"183","아이폰","2023-03-10 21:15:17","JANGSU GOTCHA USE 15000 / REMAIN 2478791"
"184","아이폰","2023-03-10 21:15:23","JANGSU GOTCHA USE 15000 / REMAIN 2463791"
"185","아이폰","2023-03-10 21:15:25","JANGSU GOTCHA USE 15000 / REMAIN 2448791"
"186","아이폰","2023-03-10 21:15:26","JANGSU GOTCHA USE 15000 / REMAIN 2433791"
"187","아이폰","2023-03-10 21:15:28","JANGSU GOTCHA USE 15000 / REMAIN 2418791"
"188","아이폰","2023-03-10 21:15:29","JANGSU GOTCHA USE 15000 / REMAIN 2403791"
"189","아이폰","2023-03-10 21:15:30","JANGSU GOTCHA USE 15000 / REMAIN 2388791"
"190","아이폰","2023-03-10 21:15:32","JANGSU GOTCHA USE 15000 / REMAIN 2373791"
"191","아이폰","2023-03-10 21:15:33","JANGSU GOTCHA USE 15000 / REMAIN 2358791"
"192","아이폰","2023-03-10 21:15:35","JANGSU GOTCHA USE 15000 / REMAIN 2343791"
"193","아이폰","2023-03-10 21:15:36","JANGSU GOTCHA USE 15000 / REMAIN 2328791"
"194","아이폰","2023-03-10 21:15:38","JANGSU GOTCHA USE 15000 / REMAIN 2313791"
"195","아이폰","2023-03-10 21:15:39","JANGSU GOTCHA USE 15000 / REMAIN 2298791"
"196","아이폰","2023-03-10 21:15:41","JANGSU GOTCHA USE 15000 / REMAIN 2283791"
"197","아이폰","2023-03-10 21:15:42","JANGSU GOTCHA USE 15000 / REMAIN 2268791"
"198","아이폰","2023-03-10 21:15:44","JANGSU GOTCHA USE 15000 / REMAIN 2253791"
"199","아이폰","2023-03-10 21:15:45","JANGSU GOTCHA USE 15000 / REMAIN 2238791"
"200","아이폰","2023-03-10 21:15:47","JANGSU GOTCHA USE 15000 / REMAIN 2223791"
"201","아이폰","2023-03-10 21:15:48","JANGSU GOTCHA USE 15000 / REMAIN 2208791"
"202","아이폰","2023-03-10 21:15:49","JANGSU GOTCHA USE 15000 / REMAIN 2193791"
"203","아이폰","2023-03-10 21:15:51","JANGSU GOTCHA USE 15000 / REMAIN 2178791"
"204","아이폰","2023-03-10 21:15:52","JANGSU GOTCHA USE 15000 / REMAIN 2163791"
"205","아이폰","2023-03-10 21:15:54","JANGSU GOTCHA USE 15000 / REMAIN 2148791"
"206","아이폰","2023-03-10 21:15:55","JANGSU GOTCHA USE 15000 / REMAIN 2133791"
"207","아이폰","2023-03-10 21:22:55","REWARD  GET 2500 / REMAIN 2136291"
"208","아이폰","2023-03-10 21:22:56","REWARD  GET 38000 / REMAIN 2174291"
"209","아이폰","2023-03-10 21:23:06","JANGSU GOTCHA USE 7500 / REMAIN 2166791"
"210","아이폰","2023-03-10 21:23:16","JANGSU GOTCHA USE 7500 / REMAIN 2159291"
"211","아이폰","2023-03-10 21:23:19","JANGSU GOTCHA USE 7500 / REMAIN 2151791"
"212","아이폰","2023-03-10 21:23:21","JANGSU GOTCHA USE 7500 / REMAIN 2144291"
"213","아이폰","2023-03-10 21:23:22","JANGSU GOTCHA USE 7500 / REMAIN 2136791"
"214","아이폰","2023-03-10 21:23:24","JANGSU GOTCHA USE 7500 / REMAIN 2129291"
"215","아이폰","2023-03-10 21:23:37","JANGSU GOTCHA USE 7500 / REMAIN 2121791"
"216","아이폰","2023-03-10 21:23:38","JANGSU GOTCHA USE 7500 / REMAIN 2114291"
"217","아이폰","2023-03-10 21:23:40","JANGSU GOTCHA USE 7500 / REMAIN 2106791"
"218","아이폰","2023-03-10 21:23:41","JANGSU GOTCHA USE 7500 / REMAIN 2099291"
"219","아이폰","2023-03-10 21:23:43","JANGSU GOTCHA USE 7500 / REMAIN 2091791"
"220","아이폰","2023-03-10 21:23:44","JANGSU GOTCHA USE 7500 / REMAIN 2084291"
"221","아이폰","2023-03-10 21:23:46","JANGSU GOTCHA USE 7500 / REMAIN 2076791"
"222","아이폰","2023-03-10 21:23:48","JANGSU GOTCHA USE 7500 / REMAIN 2069291"
"223","아이폰","2023-03-10 21:23:49","JANGSU GOTCHA USE 7500 / REMAIN 2061791"
"224","아이폰","2023-03-10 21:23:51","JANGSU GOTCHA USE 7500 / REMAIN 2054291"
"225","아이폰","2023-03-10 21:23:52","JANGSU GOTCHA USE 7500 / REMAIN 2046791"
"226","아이폰","2023-03-10 21:23:54","JANGSU GOTCHA USE 7500 / REMAIN 2039291"
"227","아이폰","2023-03-10 21:23:56","JANGSU GOTCHA USE 7500 / REMAIN 2031791"
"228","아이폰","2023-03-10 21:23:58","JANGSU GOTCHA USE 7500 / REMAIN 2024291"
"229","아이폰","2023-03-10 21:23:59","JANGSU GOTCHA USE 7500 / REMAIN 2016791"
"230","아이폰","2023-03-10 21:24:01","JANGSU GOTCHA USE 7500 / REMAIN 2009291"
"231","아이폰","2023-03-10 21:24:02","JANGSU GOTCHA USE 7500 / REMAIN 2001791"
"232","아이폰","2023-03-10 21:24:04","JANGSU GOTCHA USE 7500 / REMAIN 1994291"
"233","아이폰","2023-03-10 21:24:05","JANGSU GOTCHA USE 7500 / REMAIN 1986791"
"234","아이폰","2023-03-10 21:24:07","JANGSU GOTCHA USE 7500 / REMAIN 1979291"
"235","아이폰","2023-03-10 21:24:09","JANGSU GOTCHA USE 7500 / REMAIN 1971791"
"236","아이폰","2023-03-10 21:24:10","JANGSU GOTCHA USE 7500 / REMAIN 1964291"
"237","아이폰","2023-03-10 21:24:12","JANGSU GOTCHA USE 7500 / REMAIN 1956791"
"238","아이폰","2023-03-10 21:24:14","JANGSU GOTCHA USE 7500 / REMAIN 1949291"
"239","아이폰","2023-03-10 21:24:15","JANGSU GOTCHA USE 7500 / REMAIN 1941791"
"240","아이폰","2023-03-10 21:24:17","JANGSU GOTCHA USE 7500 / REMAIN 1934291"
"241","아이폰","2023-03-10 21:24:19","JANGSU GOTCHA USE 7500 / REMAIN 1926791"
"242","아이폰","2023-03-10 21:24:20","JANGSU GOTCHA USE 7500 / REMAIN 1919291"
"243","아이폰","2023-03-10 21:24:22","JANGSU GOTCHA USE 7500 / REMAIN 1911791"
"244","아이폰","2023-03-10 21:24:23","JANGSU GOTCHA USE 7500 / REMAIN 1904291"
"245","아이폰","2023-03-10 21:24:25","JANGSU GOTCHA USE 7500 / REMAIN 1896791"
"246","아이폰","2023-03-10 21:24:27","JANGSU GOTCHA USE 7500 / REMAIN 1889291"
"247","아이폰","2023-03-10 21:24:28","JANGSU GOTCHA USE 7500 / REMAIN 1881791"
"248","아이폰","2023-03-10 21:24:30","JANGSU GOTCHA USE 7500 / REMAIN 1874291"
"249","아이폰","2023-03-10 21:24:31","JANGSU GOTCHA USE 7500 / REMAIN 1866791"
"250","아이폰","2023-03-10 21:24:33","JANGSU GOTCHA USE 7500 / REMAIN 1859291"
"251","아이폰","2023-03-10 21:24:34","JANGSU GOTCHA USE 7500 / REMAIN 1851791"
"252","아이폰","2023-03-10 21:24:36","JANGSU GOTCHA USE 7500 / REMAIN 1844291"
"253","아이폰","2023-03-10 21:24:38","JANGSU GOTCHA USE 7500 / REMAIN 1836791"
"254","아이폰","2023-03-10 21:24:39","JANGSU GOTCHA USE 7500 / REMAIN 1829291"
"255","아이폰","2023-03-10 21:24:41","JANGSU GOTCHA USE 7500 / REMAIN 1821791"
"256","아이폰","2023-03-10 21:24:43","JANGSU GOTCHA USE 7500 / REMAIN 1814291"
"257","아이폰","2023-03-10 21:24:45","JANGSU GOTCHA USE 7500 / REMAIN 1806791"
"258","아이폰","2023-03-10 21:24:46","JANGSU GOTCHA USE 7500 / REMAIN 1799291"
"259","아이폰","2023-03-10 21:24:48","JANGSU GOTCHA USE 7500 / REMAIN 1791791"
"260","아이폰","2023-03-10 21:24:49","JANGSU GOTCHA USE 7500 / REMAIN 1784291"
"261","아이폰","2023-03-10 21:24:53","JANGSU GOTCHA USE 7500 / REMAIN 1776791"
"262","아이폰","2023-03-10 21:24:55","JANGSU GOTCHA USE 7500 / REMAIN 1769291"
"263","아이폰","2023-03-10 21:24:56","JANGSU GOTCHA USE 7500 / REMAIN 1761791"
"264","아이폰","2023-03-10 21:24:58","JANGSU GOTCHA USE 7500 / REMAIN 1754291"
"265","아이폰","2023-03-10 21:24:59","JANGSU GOTCHA USE 7500 / REMAIN 1746791"
"266","아이폰","2023-03-10 21:25:01","JANGSU GOTCHA USE 7500 / REMAIN 1739291"
"267","아이폰","2023-03-10 21:25:03","JANGSU GOTCHA USE 7500 / REMAIN 1731791"
"268","아이폰","2023-03-10 21:25:04","JANGSU GOTCHA USE 7500 / REMAIN 1724291"
"269","아이폰","2023-03-10 21:25:06","JANGSU GOTCHA USE 7500 / REMAIN 1716791"
"270","기며노","2023-03-10 21:25:20","REWARD 임무 보상 수령 GET 500 / REMAIN 46006"
"271","아이폰","2023-03-10 21:27:20","SUPPORT GOTCHA USE 250 / REMAIN 1716541"
"272","아이폰","2023-03-10 21:27:25","SUPPORT GOTCHA USE 250 / REMAIN 1716291"
"273","아이폰","2023-03-10 21:27:31","SUPPORT GOTCHA USE 250 / REMAIN 1716041"
"274","아이폰","2023-03-10 21:27:33","SUPPORT GOTCHA USE 250 / REMAIN 1715791"
"275","아이폰","2023-03-10 21:27:35","SUPPORT GOTCHA USE 250 / REMAIN 1715541"
"276","아이폰","2023-03-10 21:27:36","SUPPORT GOTCHA USE 250 / REMAIN 1715291"
"277","아이폰","2023-03-10 21:27:40","SUPPORT GOTCHA USE 2500 / REMAIN 1712791"
"278","기며노","2023-03-10 21:28:12","REWARD 임무 보상 수령 GET 1000 / REMAIN 47006"
"279","12333","2023-03-10 22:03:30","REWARD 업적 보상 GET 500 / REMAIN 1334086"
"280","12333","2023-03-10 22:10:42","REWARD 업적 보상 GET 500 / REMAIN 1334586"
"281","12333","2023-03-10 22:12:28","JANGSU GOTCHA USE 15000 / REMAIN 1319586"
"282","12333","2023-03-10 22:12:41","JANGSU GOTCHA USE 15000 / REMAIN 1304586"
"283","12333","2023-03-10 22:18:54","REWARD 업적 보상 GET 1500 / REMAIN 1306086"
"284","12333","2023-03-10 22:18:54","REWARD 업적 보상 GET 1500 / REMAIN 1307586"
"285","220820","2023-03-10 22:19:17","REWARD 업적 보상 GET 500 / REMAIN 48506"
"286","220820","2023-03-10 22:19:18","REWARD 업적 보상 GET 500 / REMAIN 49006"
"287","220820","2023-03-10 22:20:12","REWARD 임무 보상 수령 GET 1000 / REMAIN 50006"
"288","220820","2023-03-10 22:20:13","REWARD 임무 보상 수령 GET 500 / REMAIN 50506"
"289","220820","2023-03-10 22:20:28","REWARD 업적 보상 GET 500 / REMAIN 51006"
"290","220820","2023-03-10 22:21:32","REWARD 업적 보상 GET 500 / REMAIN 51506"
"291","220820","2023-03-10 22:22:22","REWARD 업적 보상 GET 500 / REMAIN 52006"
"292","220820","2023-03-10 22:22:46","REWARD 업적 보상 GET 500 / REMAIN 52506"
