"auto_id","log_identifer","log_date","log_details"
"800","0307","2023-03-22 13:47:02","{
    """"Member"""": {
        """"money"""": """"13094896309222 -> 13176532988902"""",
        """"stone"""": """"408732641 -> 408782641""""
    },
    """"Ticket"""": {},
    """"DailyShop"""": {
        """"isBuyAD"""": """"0,1, -> 1,1,""""
    },
    """"EventData"""": {}
}"
"801","아이폰","2023-03-22 13:51:59","{
    """"Member"""": {
        """"money"""": """"776638738912611 -> 4690018738912611""""
    },
    """"Ticket"""": {
        """"moneyticket"""": """"2 -> 3""""
    },
    """"DailyShop"""": {
        """"itemIndex"""": """"16,17,15,7,2,0,3,18,19,13 -> 6,16,7,19,3,15,20,17,0,5""""
    },
    """"EventData"""": {}
}"
"802","0307","2023-03-22 14:07:02","{
    """"Member"""": {
        """"money"""": """"3685604996437 -> 3823954554197"""",
        """"skillbook"""": """"13987 -> 113987""""
    },
    """"Ticket"""": {},
    """"DailyShop"""": {
        """"isBuy"""": """"0,0,0,0,0,0,0,0,0,0, -> 0,0,0,0,1,0,0,0,0,0,""""
    },
    """"EventData"""": {}
}"
"803","0307","2023-03-22 14:07:05","{
    """"Member"""": {
        """"money"""": """"3823954554197 -> 3878877705557""""
    },
    """"Ticket"""": {
        """"accessoryticket"""": """"20 -> 30""""
    },
    """"DailyShop"""": {
        """"isBuy"""": """"0,0,0,0,1,0,0,0,0,0, -> 0,0,1,0,1,0,0,0,0,0,""""
    },
    """"EventData"""": {}
}"
"804","0307","2023-03-22 14:07:09","{
    """"Member"""": {
        """"money"""": """"3878877705557 -> 3951221329237""""
    },
    """"Ticket"""": {
        """"abilstone"""": """"3 -> 4""""
    },
    """"DailyShop"""": {
        """"isBuy"""": """"0,0,1,0,1,0,0,0,0,0, -> 0,1,1,1,1,0,0,0,0,0,""""
    },
    """"EventData"""": {}
}"
"805","0307","2023-03-22 14:07:12","{
    """"Member"""": {
        """"money"""": """"3951221329237 -> 3982659317077"""",
        """"stone"""": """"386063181 -> 386163181""""
    },
    """"Ticket"""": {},
    """"DailyShop"""": {
        """"isBuy"""": """"0,1,1,1,1,0,0,0,0,0, -> 1,1,1,1,1,0,0,0,0,0,""""
    },
    """"EventData"""": {}
}"
"806","0307","2023-03-22 14:07:15","{
    """"Member"""": {},
    """"Ticket"""": {
        """"gongbangticket"""": """"0 -> 2""""
    },
    """"DailyShop"""": {
        """"isBuy"""": """"1,1,1,1,1,0,0,0,0,0, -> 1,1,1,1,1,0,0,0,0,1,""""
    },
    """"EventData"""": {}
}"
"807","0307","2023-03-22 14:07:17","{
    """"Member"""": {
        """"money"""": """"3982659317077 -> 3985327400277""""
    },
    """"Ticket"""": {
        """"edutimefour"""": """"0 -> 2""""
    },
    """"DailyShop"""": {
        """"isBuy"""": """"1,1,1,1,1,0,0,0,0,1, -> 1,1,1,1,1,0,0,0,1,1,""""
    },
    """"EventData"""": {}
}"
"808","0307","2023-03-22 14:07:19","{
    """"Member"""": {
        """"money"""": """"3985327400277 -> 3986266387797""""
    },
    """"Ticket"""": {
        """"moneyticket"""": """"0 -> 2""""
    },
    """"DailyShop"""": {
        """"isBuy"""": """"1,1,1,1,1,0,0,0,1,1, -> 1,1,1,1,1,0,0,1,1,1,""""
    },
    """"EventData"""": {}
}"
"809","0307","2023-03-22 14:07:20","{
    """"Member"""": {
        """"money"""": """"3986266387797 -> 3989312542037""""
    },
    """"Ticket"""": {
        """"edutimetwo"""": """"16 -> 19""""
    },
    """"DailyShop"""": {
        """"isBuy"""": """"1,1,1,1,1,0,0,1,1,1, -> 1,1,1,1,1,0,1,1,1,1,""""
    },
    """"EventData"""": {}
}"
"810","0307","2023-03-22 14:07:22","{
    """"Member"""": {
        """"money"""": """"3989312542037 -> 3990321366357""""
    },
    """"Ticket"""": {
        """"edutimefull"""": """"12 -> 14""""
    },
    """"DailyShop"""": {
        """"isBuy"""": """"1,1,1,1,1,0,1,1,1,1, -> 1,1,1,1,1,1,1,1,1,1,""""
    },
    """"EventData"""": {}
}"
"811","0307","2023-03-22 14:45:24","{
    """"Member"""": {
        """"money"""": """"6571268823844 -> 8343687662272""""
    },
    """"Ticket"""": {
        """"moneyticket"""": """"0 -> 105"""",
        """"jangsupiece"""": """"5272 -> 22""""
    },
    """"DailyShop"""": {},
    """"EventData"""": {}
}"
"812","0307","2023-03-22 15:21:50","{
    """"Member"""": {
        """"money"""": """"52648816117999 -> 52715646564045""""
    },
    """"Ticket"""": {
        """"edutimefour"""": """"1 -> 17"""",
        """"jangsupiece"""": """"1645 -> 45""""
    },
    """"DailyShop"""": {},
    """"EventData"""": {}
}"
"813","230320","2023-03-22 18:21:17","{
    """"Member"""": {
        """"money"""": """"639686045 -> 770836071"""",
        """"stone"""": """"96760 -> 115760""""
    },
    """"Ticket"""": {
        """"supportticket"""": """"10 -> """"
    },
    """"DailyShop"""": {
        """"isBuy"""": """"0,0,0,0,0,0,0,0,0,0, -> 1,0,0,0,0,0,0,0,0,0,""""
    },
    """"EventData"""": {}
}"
"814","230320","2023-03-22 18:21:18","{
    """"Member"""": {},
    """"Ticket"""": {
        """"abilstone"""": """"0 -> 1""""
    },
    """"DailyShop"""": {
        """"isBuy"""": """"1,0,0,0,0,0,0,0,0,0, -> 1,1,0,0,0,0,0,0,0,0,""""
    },
    """"EventData"""": {}
}"
"815","230320","2023-03-22 18:21:19","{
    """"Member"""": {},
    """"Ticket"""": {
        """"gongbangticket"""": """"0 -> 2""""
    },
    """"DailyShop"""": {
        """"isBuy"""": """"1,1,0,0,0,0,0,0,0,0, -> 1,1,0,0,0,0,1,0,0,0,""""
    },
    """"EventData"""": {}
}"
"816","230320","2023-03-22 18:21:21","{
    """"Member"""": {
        """"money"""": """"770836071 -> 908636071"""",
        """"stone"""": """"115760 -> 135760""""
    },
    """"Ticket"""": {
        """"awakenticket"""": """"10 -> 12""""
    },
    """"DailyShop"""": {
        """"isBuy"""": """"1,1,0,0,0,0,1,0,0,0, -> 1,1,0,1,0,1,1,0,0,0,""""
    },
    """"EventData"""": {}
}"
"817","230320","2023-03-22 18:21:22","{
    """"Member"""": {},
    """"Ticket"""": {
        """"clothticket"""": """"10 -> 20""""
    },
    """"DailyShop"""": {
        """"isBuy"""": """"1,1,0,1,0,1,1,0,0,0, -> 1,1,1,1,0,1,1,0,0,0,""""
    },
    """"EventData"""": {}
}"
"818","230320","2023-03-22 18:21:23","{
    """"Member"""": {},
    """"Ticket"""": {
        """"skillticket"""": """"10 -> 20""""
    },
    """"DailyShop"""": {
        """"isBuy"""": """"1,1,1,1,0,1,1,0,0,0, -> 1,1,1,1,0,1,1,1,0,0,""""
    },
    """"EventData"""": {}
}"
"819","230320","2023-03-22 18:21:24","{
    """"Member"""": {
        """"stone"""": """"135760 -> 235760""""
    },
    """"Ticket"""": {},
    """"DailyShop"""": {
        """"isBuy"""": """"1,1,1,1,0,1,1,1,0,0, -> 1,1,1,1,0,1,1,1,1,0,""""
    },
    """"EventData"""": {}
}"
"820","230320","2023-03-22 18:21:25","{
    """"Member"""": {},
    """"Ticket"""": {
        """"edutimeone"""": """"10 -> 15""""
    },
    """"DailyShop"""": {
        """"isBuy"""": """"1,1,1,1,0,1,1,1,1,0, -> 1,1,1,1,0,1,1,1,1,1,""""
    },
    """"EventData"""": {}
}"
"821","230320","2023-03-22 18:21:26","{
    """"Member"""": {
        """"money"""": """"908636071 -> 908870859""""
    },
    """"Ticket"""": {
        """"edutimetwo"""": """"10 -> 13""""
    },
    """"DailyShop"""": {
        """"isBuy"""": """"1,1,1,1,0,1,1,1,1,1, -> 1,1,1,1,1,1,1,1,1,1,""""
    },
    """"EventData"""": {}
}"
"822","만두","2023-03-22 19:01:25","{
    """"Member"""": {
        """"money"""": """"1758010903 -> 1782043303""""
    },
    """"Ticket"""": {},
    """"DailyShop"""": {
        """"itemIndex"""": """"3,16,0,14,12,2,4,7,19,5 -> 2,11,5,20,14,15,9,19,6,17""""
    },
    """"EventData"""": {}
}"
"823","조운","2023-03-22 23:36:07","{
    """"Member"""": {},
    """"Ticket"""": {},
    """"DailyShop"""": {
        """"itemIndex"""": """"9,6,12,4,20,11,3,16,18,13 -> 20,13,14,2,9,19,17,18,7,5""""
    },
    """"EventData"""": {}
}"
"824","조운","2023-03-22 23:36:39","{
    """"Member"""": {},
    """"Ticket"""": {},
    """"DailyShop"""": {
        """"itemIndex"""": """"0 -> 17,13,14,12,16,2,9,15,11,19"""",
        """"isBuy"""": """"0 -> 0,0,0,0,0,0,0,0,0,0,"""",
        """"isBuyAD"""": """"0,0 -> 0,0,""""
    },
    """"EventData"""": {}
}"
"825","조운","2023-03-22 23:37:20","{
    """"Member"""": {
        """"money"""": """"98823 -> 99236"""",
        """"stone"""": """"37006 -> 87006""""
    },
    """"Ticket"""": {},
    """"DailyShop"""": {
        """"isBuyAD"""": """"0,0, -> 1,0,""""
    },
    """"EventData"""": {}
}"
"826","조운","2023-03-22 23:37:21","{
    """"Member"""": {
        """"money"""": """"99236 -> 99284""""
    },
    """"Ticket"""": {
        """"clothticket"""": """"10 -> 30"""",
        """"jangsuticket"""": """"10 -> 20""""
    },
    """"DailyShop"""": {
        """"isBuyAD"""": """"1,0, -> 1,1,""""
    },
    """"EventData"""": {}
}"
"827","조운","2023-03-22 23:37:33","{
    """"Member"""": {
        """"money"""": """"99284 -> 99611""""
    },
    """"Ticket"""": {
        """"edutimetwo"""": """"10 -> 13""""
    },
    """"DailyShop"""": {
        """"isBuy"""": """"0,0,0,0,0,0,0,0,0,0, -> 1,0,0,0,0,0,0,0,0,0,""""
    },
    """"EventData"""": {}
}"
"828","조운","2023-03-22 23:37:35","{
    """"Member"""": {
        """"money"""": """"99611 -> 99665""""
    },
    """"Ticket"""": {
        """"jangsuticket"""": """"20 -> 30""""
    },
    """"DailyShop"""": {
        """"isBuy"""": """"1,0,0,0,0,0,0,0,0,0, -> 1,1,0,0,0,0,0,0,0,0,""""
    },
    """"EventData"""": {}
}"
"829","조운","2023-03-22 23:37:36","{
    """"Member"""": {
        """"money"""": """"99665 -> 99691""""
    },
    """"Ticket"""": {
        """"supportticket"""": """"10 -> """"
    },
    """"DailyShop"""": {
        """"isBuy"""": """"1,1,0,0,0,0,0,0,0,0, -> 1,1,1,0,0,0,0,0,0,0,""""
    },
    """"EventData"""": {}
}"
"830","조운","2023-03-22 23:37:37","{
    """"Member"""": {
        """"money"""": """"99691 -> 99720""""
    },
    """"Ticket"""": {
        """"clothticket"""": """"30 -> 40""""
    },
    """"DailyShop"""": {
        """"isBuy"""": """"1,1,1,0,0,0,0,0,0,0, -> 1,1,1,1,0,0,0,0,0,0,""""
    },
    """"EventData"""": {}
}"
"831","조운","2023-03-22 23:37:38","{
    """"Member"""": {
        """"money"""": """"99720 -> 99747""""
    },
    """"Ticket"""": {
        """"edutimeone"""": """"10 -> 15""""
    },
    """"DailyShop"""": {
        """"isBuy"""": """"1,1,1,1,0,0,0,0,0,0, -> 1,1,1,1,1,0,0,0,0,0,""""
    },
    """"EventData"""": {}
}"
"832","조운","2023-03-22 23:37:39","{
    """"Member"""": {
        """"money"""": """"99747 -> 99805"""",
        """"stone"""": """"87006 -> 187006""""
    },
    """"Ticket"""": {},
    """"DailyShop"""": {
        """"isBuy"""": """"1,1,1,1,1,0,0,0,0,0, -> 1,1,1,1,1,1,0,0,0,0,""""
    },
    """"EventData"""": {}
}"
"833","조운","2023-03-22 23:37:40","{
    """"Member"""": {
        """"money"""": """"99805 -> 99831""""
    },
    """"Ticket"""": {
        """"gongbangticket"""": """"10 -> 12""""
    },
    """"DailyShop"""": {
        """"isBuy"""": """"1,1,1,1,1,1,0,0,0,0, -> 1,1,1,1,1,1,1,0,0,0,""""
    },
    """"EventData"""": {}
}"
"834","조운","2023-03-22 23:37:41","{
    """"Member"""": {
        """"money"""": """"99831 -> 99861""""
    },
    """"Ticket"""": {
        """"skillticket"""": """"10 -> 20""""
    },
    """"DailyShop"""": {
        """"isBuy"""": """"1,1,1,1,1,1,1,0,0,0, -> 1,1,1,1,1,1,1,1,0,0,""""
    },
    """"EventData"""": {}
}"
"835","조운","2023-03-22 23:37:42","{
    """"Member"""": {
        """"money"""": """"99861 -> 99891""""
    },
    """"Ticket"""": {
        """"accessoryticket"""": """"10 -> 20""""
    },
    """"DailyShop"""": {
        """"isBuy"""": """"1,1,1,1,1,1,1,1,0,0, -> 1,1,1,1,1,1,1,1,1,0,""""
    },
    """"EventData"""": {}
}"
"836","조운","2023-03-22 23:37:44","{
    """"Member"""": {
        """"money"""": """"99891 -> 99918""""
    },
    """"Ticket"""": {
        """"edutimefull"""": """"10 -> 12""""
    },
    """"DailyShop"""": {
        """"isBuy"""": """"1,1,1,1,1,1,1,1,1,0, -> 1,1,1,1,1,1,1,1,1,1,""""
    },
    """"EventData"""": {}
}"
"837","조운","2023-03-23 00:00:36","{
    """"Member"""": {
        """"money"""": """"9867614405 -> 9874080006""""
    },
    """"Ticket"""": {
        """"bossticket"""": """"3 -> 4""""
    },
    """"DailyShop"""": {
        """"itemIndex"""": """"17,13,14,12,16,2,9,15,11,19 -> 4,3,6,7,16,14,15,18,0,20"""",
        """"isBuy"""": """"1,1,1,1,1,1,1,1,1,1, -> 0,0,0,0,0,0,0,0,0,0,"""",
        """"isBuyAD"""": """"1,1, -> 0,0,""""
    },
    """"EventData"""": {}
}"
"838","조운","2023-03-23 00:05:37","{
    """"Member"""": {
        """"money"""": """"4972802217 -> 6780175194"""",
        """"stone"""": """"1500906 -> 1801906""""
    },
    """"Ticket"""": {},
    """"DailyShop"""": {
        """"isBuyAD"""": """"0,0, -> 1,0,""""
    },
    """"EventData"""": {}
}"
"839","조운","2023-03-23 00:05:38","{
    """"Member"""": {},
    """"Ticket"""": {
        """"bossticket"""": """"4 -> 6"""",
        """"clothticket"""": """"0 -> 10""""
    },
    """"DailyShop"""": {
        """"isBuyAD"""": """"1,0, -> 1,1,""""
    },
    """"EventData"""": {}
}"
"840","조운","2023-03-23 00:05:42","{
    """"Member"""": {
        """"money"""": """"6780175194 -> 6812002738""""
    },
    """"Ticket"""": {
        """"bossticket"""": """"6 -> 8""""
    },
    """"DailyShop"""": {
        """"isBuy"""": """"0,0,0,0,0,0,0,0,0,0, -> 1,0,0,0,0,0,0,0,0,0,""""
    },
    """"EventData"""": {}
}"
"841","조운","2023-03-23 00:05:43","{
    """"Member"""": {
        """"money"""": """"6812002738 -> 6813265944"""",
        """"skillbook"""": """"474000 -> 574000""""
    },
    """"Ticket"""": {},
    """"DailyShop"""": {
        """"isBuy"""": """"1,0,0,0,0,0,0,0,0,0, -> 1,1,0,0,0,0,0,0,0,0,""""
    },
    """"EventData"""": {}
}"
"842","조운","2023-03-23 00:05:45","{
    """"Member"""": {},
    """"Ticket"""": {
        """"skillbookticket"""": """"10 -> 12""""
    },
    """"DailyShop"""": {
        """"isBuy"""": """"1,1,0,0,0,0,0,0,0,0, -> 1,1,1,0,0,0,0,0,0,0,""""
    },
    """"EventData"""": {}
}"
"843","조운","2023-03-23 00:05:46","{
    """"Member"""": {},
    """"Ticket"""": {
        """"awakenticket"""": """"8 -> 10""""
    },
    """"DailyShop"""": {
        """"isBuy"""": """"1,1,1,0,0,0,0,0,0,0, -> 1,1,1,1,0,0,0,0,0,0,""""
    },
    """"EventData"""": {}
}"
"844","조운","2023-03-23 00:05:47","{
    """"Member"""": {
        """"money"""": """"6813265944 -> 7620177944"""",
        """"stone"""": """"1801906 -> 1865906""""
    },
    """"Ticket"""": {
        """"edutimeone"""": """"15 -> 20""""
    },
    """"DailyShop"""": {
        """"isBuy"""": """"1,1,1,1,0,0,0,0,0,0, -> 1,1,1,1,1,0,0,0,0,0,""""
    },
    """"EventData"""": {}
}"
"845","조운","2023-03-23 00:05:49","{
    """"Member"""": {},
    """"Ticket"""": {
        """"supportticket"""": """"0 -> """"
    },
    """"DailyShop"""": {
        """"isBuy"""": """"1,1,1,1,1,0,0,0,0,0, -> 1,1,1,1,1,1,0,0,0,0,""""
    },
    """"EventData"""": {}
}"
"846","조운","2023-03-23 00:05:50","{
    """"Member"""": {},
    """"Ticket"""": {
        """"skillticket"""": """"0 -> 10""""
    },
    """"DailyShop"""": {
        """"isBuy"""": """"1,1,1,1,1,1,0,0,0,0, -> 1,1,1,1,1,1,1,0,0,0,""""
    },
    """"EventData"""": {}
}"
"847","조운","2023-03-23 00:05:51","{
    """"Member"""": {},
    """"Ticket"""": {
        """"edutimefour"""": """"10 -> 12""""
    },
    """"DailyShop"""": {
        """"isBuy"""": """"1,1,1,1,1,1,1,0,0,0, -> 1,1,1,1,1,1,1,1,0,0,""""
    },
    """"EventData"""": {}
}"
"848","조운","2023-03-23 00:05:55","{
    """"Member"""": {
        """"money"""": """"7620177944 -> 7631276174""""
    },
    """"Ticket"""": {
        """"abilstone"""": """"0 -> 1""""
    },
    """"DailyShop"""": {
        """"isBuy"""": """"1,1,1,1,1,1,1,1,0,0, -> 1,1,1,1,1,1,1,1,1,1,""""
    },
    """"EventData"""": {}
}"
"849","조자룡","2023-03-23 01:31:37","{
    """"Member"""": {
        """"money"""": """"58267875193117 -> 1637033275193117""""
    },
    """"Ticket"""": {},
    """"DailyShop"""": {
        """"itemIndex"""": """"17,7,12,15,14,3,19,16,5,0 -> 18,14,0,2,7,12,4,13,5,9"""",
        """"isBuy"""": """"1,1,1,1,1,1,1,1,1,1, -> 0,0,0,0,0,0,0,0,0,0,"""",
        """"isBuyAD"""": """"1,1, -> 0,0,""""
    },
    """"EventData"""": {}
}"
"850","조자룡","2023-03-23 01:31:50","{
    """"Member"""": {
        """"money"""": """"1637144558906017 -> 1637232522946417"""",
        """"stone"""": """"12069997 -> 12124997""""
    },
    """"Ticket"""": {},
    """"DailyShop"""": {
        """"isBuyAD"""": """"0,0, -> 1,0,""""
    },
    """"EventData"""": {}
}"
"851","조자룡","2023-03-23 01:31:52","{
    """"Member"""": {
        """"money"""": """"1637232522946417 -> 1637275751542417""""
    },
    """"Ticket"""": {
        """"moneyticket"""": """"11 -> 13"""",
        """"clothticket"""": """"30 -> 40""""
    },
    """"DailyShop"""": {
        """"isBuyAD"""": """"1,0, -> 1,1,""""
    },
    """"EventData"""": {}
}"
"852","조자룡","2023-03-23 01:31:57","{
    """"Member"""": {
        """"money"""": """"1637275751542417 -> 1637313014101317""""
    },
    """"Ticket"""": {
        """"edutimefour"""": """"0 -> 2""""
    },
    """"DailyShop"""": {
        """"isBuy"""": """"0,0,0,0,0,0,0,0,0,0, -> 1,0,0,0,0,0,0,0,0,0,""""
    },
    """"EventData"""": {}
}"
"853","조자룡","2023-03-23 01:31:58","{
    """"Member"""": {
        """"money"""": """"1637313014101317 -> 1637336779238817""""
    },
    """"Ticket"""": {
        """"supportticket"""": """"10 -> """"
    },
    """"DailyShop"""": {
        """"isBuy"""": """"1,0,0,0,0,0,0,0,0,0, -> 1,1,0,0,0,0,0,0,0,0,""""
    },
    """"EventData"""": {}
}"
"854","조자룡","2023-03-23 01:32:00","{
    """"Member"""": {
        """"money"""": """"1637336779238817 -> 1637365718998617"""",
        """"stone"""": """"12124997 -> 12224997""""
    },
    """"Ticket"""": {},
    """"DailyShop"""": {
        """"isBuy"""": """"1,1,0,0,0,0,0,0,0,0, -> 1,1,1,1,0,0,0,0,0,0,""""
    },
    """"EventData"""": {}
}"
"855","조자룡","2023-03-23 01:32:02","{
    """"Member"""": {
        """"money"""": """"1637365718998617 -> 1637380797400517""""
    },
    """"Ticket"""": {
        """"awakenticket"""": """"2 -> 4""""
    },
    """"DailyShop"""": {
        """"isBuy"""": """"1,1,1,1,0,0,0,0,0,0, -> 1,1,1,1,1,0,0,0,0,0,""""
    },
    """"EventData"""": {}
}"
"856","조자룡","2023-03-23 01:32:03","{
    """"Member"""": {
        """"money"""": """"1637380797400517 -> 1637389884718417""""
    },
    """"Ticket"""": {
        """"clothticket"""": """"40 -> 50""""
    },
    """"DailyShop"""": {
        """"isBuy"""": """"1,1,1,1,1,0,0,0,0,0, -> 1,1,1,1,1,1,0,0,0,0,""""
    },
    """"EventData"""": {}
}"
"857","조자룡","2023-03-23 01:32:04","{
    """"Member"""": {
        """"money"""": """"1637389884718417 -> 1637396410192317""""
    },
    """"Ticket"""": {
        """"bossticket"""": """"16 -> 18""""
    },
    """"DailyShop"""": {
        """"isBuy"""": """"1,1,1,1,1,1,0,0,0,0, -> 1,1,1,1,1,1,1,0,0,0,""""
    },
    """"EventData"""": {}
}"
"858","조자룡","2023-03-23 01:32:05","{
    """"Member"""": {
        """"money"""": """"1637396410192317 -> 1637417338138017""""
    },
    """"Ticket"""": {
        """"jangsuticket"""": """"10 -> 20""""
    },
    """"DailyShop"""": {
        """"isBuy"""": """"1,1,1,1,1,1,1,0,0,0, -> 1,1,1,1,1,1,1,1,0,0,""""
    },
    """"EventData"""": {}
}"
"859","조자룡","2023-03-23 01:32:06","{
    """"Member"""": {
        """"money"""": """"1637417338138017 -> 1637445083547317""""
    },
    """"Ticket"""": {
        """"moneyticket"""": """"13 -> 15""""
    },
    """"DailyShop"""": {
        """"isBuy"""": """"1,1,1,1,1,1,1,1,0,0, -> 1,1,1,1,1,1,1,1,1,0,""""
    },
    """"EventData"""": {}
}"
"860","조자룡","2023-03-23 01:32:08","{
    """"Member"""": {
        """"money"""": """"1637445083547317 -> 1637507346106317""""
    },
    """"Ticket"""": {
        """"gongbangticket"""": """"0 -> 2""""
    },
    """"DailyShop"""": {
        """"isBuy"""": """"1,1,1,1,1,1,1,1,1,0, -> 1,1,1,1,1,1,1,1,1,1,""""
    },
    """"EventData"""": {}
}"
"861","조자룡","2023-03-23 01:35:24","{
    """"Member"""": {
        """"money"""": """"126446065791632 -> 128583880399332""""
    },
    """"Ticket"""": {
        """"edutimefull"""": """"0 -> 7"""",
        """"jangsupiece"""": """"1055 -> 5""""
    },
    """"DailyShop"""": {},
    """"EventData"""": {}
}"
"862","조자룡","2023-03-23 01:47:23","{
    """"Member"""": {
        """"money"""": """"6959084653882 -> 18066976281594"""",
        """"skillbook"""": """"860964439 -> 857994439""""
    },
    """"Ticket"""": {
        """"awakenticket"""": """"0 -> 1""""
    },
    """"DailyShop"""": {},
    """"EventData"""": {
        """"eventMoney"""": """"650 -> 400"""",
        """"eventshopRemain"""": """"0,0,0,0,0,20,20,1,10,10,0,0,0,0,0,0,8,10,8,0,17,10,5,0,0,0,0,0,0,0 -> 0,0,0,0,0,20,20,0,10,10,0,0,0,0,0,0,8,10,8,0,17,10,5,0,0,0,0,0,0,0""""
    }
}"
"863","아이폰","2023-03-23 03:16:48","{
    """"Member"""": {
        """"money"""": """"6738946532619573 -> 8854953232619573""""
    },
    """"Ticket"""": {},
    """"DailyShop"""": {
        """"itemIndex"""": """"6,16,7,19,3,15,20,17,0,5 -> 7,11,15,19,18,16,3,6,14,5""""
    },
    """"EventData"""": {}
}"
"864","230320","2023-03-23 03:42:49","{
    """"Member"""": {
        """"money"""": """"2350786808 -> 27549541974""""
    },
    """"Ticket"""": {
        """"gongbangticket"""": """"2 -> 0""""
    },
    """"DailyShop"""": {
        """"itemIndex"""": """"14,20,12,7,17,0,9,15,2,16 -> 2,7,19,5,17,6,0,20,9,11"""",
        """"isBuy"""": """"1,1,1,1,1,1,1,1,1,1, -> 0,0,0,0,0,0,0,0,0,0,""""
    },
    """"EventData"""": {}
}"
"865","230320","2023-03-23 03:50:12","{
    """"Member"""": {
        """"money"""": """"6866416669 -> 7127776669"""",
        """"stone"""": """"131770 -> 275770""""
    },
    """"Ticket"""": {},
    """"DailyShop"""": {
        """"isBuy"""": """"0,0,0,0,0,0,0,0,0,0, -> 1,0,0,0,0,0,0,0,0,0,""""
    },
    """"EventData"""": {}
}"
"866","230320","2023-03-23 03:50:14","{
    """"Member"""": {},
    """"Ticket"""": {
        """"awakenticket"""": """"12 -> 14""""
    },
    """"DailyShop"""": {
        """"isBuy"""": """"1,0,0,0,0,0,0,0,0,0, -> 1,1,0,0,0,0,0,0,0,0,""""
    },
    """"EventData"""": {}
}"
"867","230320","2023-03-23 03:50:15","{
    """"Member"""": {},
    """"Ticket"""": {
        """"edutimefull"""": """"10 -> 12""""
    },
    """"DailyShop"""": {
        """"isBuy"""": """"1,1,0,0,0,0,0,0,0,0, -> 1,1,1,0,0,0,0,0,0,0,""""
    },
    """"EventData"""": {}
}"
"868","230320","2023-03-23 03:50:16","{
    """"Member"""": {},
    """"Ticket"""": {
        """"moneyticket"""": """"12 -> 14""""
    },
    """"DailyShop"""": {
        """"isBuy"""": """"1,1,1,0,0,0,0,0,0,0, -> 1,1,1,1,0,0,0,0,0,0,""""
    },
    """"EventData"""": {}
}"
"869","230320","2023-03-23 03:50:18","{
    """"Member"""": {
        """"money"""": """"7127776669 -> 7131285587""""
    },
    """"Ticket"""": {
        """"edutimetwo"""": """"13 -> 16""""
    },
    """"DailyShop"""": {
        """"isBuy"""": """"1,1,1,1,0,0,0,0,0,0, -> 1,1,1,1,1,0,0,0,0,0,""""
    },
    """"EventData"""": {}
}"
"870","230320","2023-03-23 03:50:18","{
    """"Member"""": {
        """"money"""": """"7131285587 -> 7131797912""""
    },
    """"Ticket"""": {
        """"abilstone"""": """"1 -> 2""""
    },
    """"DailyShop"""": {
        """"isBuy"""": """"1,1,1,1,1,0,0,0,0,0, -> 1,1,1,1,1,0,0,1,0,0,""""
    },
    """"EventData"""": {}
}"
"871","230320","2023-03-23 03:50:21","{
    """"Member"""": {
        """"money"""": """"7131797912 -> 7138190228""""
    },
    """"Ticket"""": {
        """"skillbookticket"""": """"10 -> 12""""
    },
    """"DailyShop"""": {
        """"isBuy"""": """"1,1,1,1,1,0,0,1,0,0, -> 1,1,1,1,1,1,1,1,0,0,""""
    },
    """"EventData"""": {}
}"
"872","230320","2023-03-23 03:50:22","{
    """"Member"""": {
        """"money"""": """"7138190228 -> 7139724772""""
    },
    """"Ticket"""": {
        """"gongbangticket"""": """"0 -> 2""""
    },
    """"DailyShop"""": {
        """"isBuy"""": """"1,1,1,1,1,1,1,1,0,0, -> 1,1,1,1,1,1,1,1,1,0,""""
    },
    """"EventData"""": {}
}"
"873","230320","2023-03-23 03:50:23","{
    """"Member"""": {
        """"money"""": """"7139724772 -> 7141170823""""
    },
    """"Ticket"""": {
        """"accessoryticket"""": """"10 -> 20""""
    },
    """"DailyShop"""": {
        """"isBuy"""": """"1,1,1,1,1,1,1,1,1,0, -> 1,1,1,1,1,1,1,1,1,1,""""
    },
    """"EventData"""": {}
}"
"874","230320","2023-03-23 03:52:01","{
    """"Member"""": {
        """"money"""": """"8742079496 -> 9769726479"""",
        """"stone"""": """"604170 -> 703170""""
    },
    """"Ticket"""": {
        """"abilstone"""": """"2 -> 10""""
    },
    """"DailyShop"""": {},
    """"EventData"""": {
        """"eventMoney"""": """"800 -> 0"""",
        """"eventshopRemain"""": """"0,0,0,0,20,20,20,10,0,0,100,100,100,100,100,100,10,10,10,10,20,10,5,0,0,0,0,0,0,0 -> 0,0,0,0,20,20,20,10,0,0,100,100,100,100,100,100,10,10,10,10,12,10,5,0,0,0,0,0,0,0""""
    }
}"
"875","0315고","2023-03-23 09:37:35","{
    """"Member"""": {
        """"money"""": """"125207193221 -> 7218989193221""""
    },
    """"Ticket"""": {},
    """"DailyShop"""": {
        """"itemIndex"""": """"3,12,2,5,0,18,15,4,20,6 -> 18,7,12,0,15,9,5,6,19,17""""
    },
    """"EventData"""": {}
}"
"876","12333","2023-03-23 18:22:58","{
    """"Member"""": {
        """"money"""": """"2258347012965754 -> 2918167012965754""""
    },
    """"Ticket"""": {},
    """"DailyShop"""": {
        """"itemIndex"""": """"14,6,15,3,20,4,18,11,13,9 -> 15,6,0,11,13,2,9,3,4,16""""
    },
    """"EventData"""": {}
}"
