,Train,Prediction
0,0.6980063783888134,0.6758781
1,0.8702558030794666,0.73904985
2,0.9449168185045689,0.80445987
3,0.9801169136004548,0.8540099
4,0.9999999991323495,0.892754
5,0.9222316330394057,0.92104477
6,0.8270581794305749,0.92101425
7,0.6870862073884647,0.91151863
8,0.455225823155173,0.8907671
9,0.2121981252177049,0.84497726
10,0.04913876456076255,0.7832739
11,0.0,0.7146467
12,0.0,0.65183896
13,0.0,0.595989
14,0.0,0.5449822
