,UserID,Date,Time,reason,bossticket,moneyticket,skillbookticket,awakenticket,pvpticket,gongbangticket,weaponticket,accessoryticket,clothticket,skillticket,jangsuticket,supportticket,edutimeone,edutimetwo,edutimefour,edutimefull,abilstone,weaponss,weaponsss,jangsupiece,gotchapiece,bossticket remain,moneyticket remain,skillbookticket remain,awakenticket remain,pvpticket remain,gongbangticket remain,weaponticket remain,accessoryticket remain,clothticket remain,skillticket remain,jangsuticket remain,supportticket remain,edutimeone remain,edutimetwo remain,edutimefour remain,edutimefull remain,abilstone remain,weaponss remain,weaponsss remain,jangsupiece remain,gotchapiece remain
0,0401,2023-05-19,00:57:02,getchulcheckReward,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0401,2023-05-19,01:04:17,useGotcha,0,0,0,0,0,0,0,0,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,-30,0,0,0,0,0,0,0,0,0,0,0
