,Date,Time,Jangsu,Special
0,2023-05-14,19:49:48,장비,"[['0,0,0', '0,0,0', '0,0,0', '0,0,0', '0,0,0'], ['0,0,0', '0,0,0', '0,0,0', '0,0,0', '0,0,0'], ['0,0,0.95', '0,0,0', '0,0,0', '0,0,0', '0,0,0'], ['0,0,0', '0,0,0', '0,0,0', '0,0,0', '0,0,0']]"
