,Date,Time,Jangsu,Special
0,2023-05-15,20:41:15,하후돈,"[['0,0,0', '0,0,0', '0,0,0', '0,0,0'], ['0,0,0', '0,0,0', '0,0,0', '0,0,0'], ['0,0,0', '0,0,0', '0,0,0', '0,0,0'], ['6,0,0.78', '0,0,0', '0,0,0', '0,0,0']]"
