,Date,Time,Jangsu,Special
0,2023-05-17,20:12:43,조조,"[['0,0,0', '0,0,0', '0,0,0', '0,0,0', '0,0,0'], ['0,0,0', '0,0,0', '0,0,0', '0,0,0', '0,0,0'], ['0,0,4.5', '0,0,0', '0,0,0', '0,0,0', '0,0,0'], ['0,0,0', '0,0,0', '0,0,0', '0,0,0', '0,0,0']]"
