,정원지,등무,엄정,장보,장량,반봉,유섭,포충,방열,목순,무안국,이각,곽사,조무,서영,악진,포신,한복,왕광,장양,하진,동탁,조홍,이전,화웅,원소,유비,하후돈,공손찬,손견,여포,조조,장비,관우,UserID
0,"0,0,3.47;","0,0,0;","0,0,0;","0,0,0;","0,0,0;","0,0,0;","0,0,0;","0,0,0;","0,0,0;","0,0,0;","0,0,0;","0,0,0;0,0,0;","0,0,0;0,0,0;","0,0,0;0,0,0;","0,0,0;0,0,0;","0,0,0;0,0,0;","0,0,0;0,0,0;","0,0,0;0,0,0;","0,0,0;0,0,0;","0,0,0;0,0,0;","0,0,0;0,0,0;0,0,0;","0,0,0;0,0,0;0,0,0;","0,0,0;0,0,0;0,0,0;","0,0,0;0,0,0;0,0,0;","0,0,0;0,0,0;0,0,0;","0,0,1.3;4,151,0;0,0,0;","3,9,0;0,0,0;0,0,0;0,0,0;","3,12,0;0,0,0;0,0,0;0,0,0;","0,0,0;0,0,0;0,0,0;0,0,0;","0,0,0;0,0,0;0,0,0;0,0,0;","0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;","0,0,3.87;7,0,5.19;1,0,3.13;0,0,0;0,0,0;","0,0,3.38;1,0,0.79;7,0,3.21;0,0,0;0,0,0;","0,0,5.1;1,0,1.4;7,0,6.2;4,0,1.2;0,0,0;",김경동
