,정원지,등무,엄정,장보,장량,반봉,유섭,포충,방열,목순,무안국,이각,곽사,조무,서영,악진,포신,한복,왕광,장양,하진,동탁,조홍,이전,화웅,원소,유비,하후돈,공손찬,손견,여포,조조,장비,관우,UserID
0,"0,0,8.31;","0,0,0;","0,0,0;","0,0,0;","0,0,0;","0,0,0;","0,0,0;","0,0,0;","0,0,0;","0,0,0;","0,0,0;","0,0,0;0,0,0;","0,0,3.97;1,0,0.66;","0,0,0;0,0,0;","0,0,0;0,0,0;","0,0,0;0,0,0;","0,0,0;0,0,0;","0,0,0;0,0,0;","0,0,0;0,0,0;","0,0,0;0,0,0;","0,0,0;0,0,0;0,0,0;","0,0,0;0,0,0;0,0,0;","0,0,17;1,0,1.88;7,0,22.67;","0,0,15.24;1,0,2.8;7,0,13.55;","0,0,17.11;1,0,1.48;7,0,21.4;","0,0,16.57;1,0,2.47;7,0,10.8;","7,0,23.6;1,0,2.97;7,0,14.1;0,0,0;","4,0,8.67;7,0,7.45;0,0,12.54;1,0,0.7;","0,0,6.33;1,0,5.06;0,0,0;7,0,7.45;","0,0,8.02;1,0,6.27;0,0,0;7,0,7.74;","7,0,23.69;1,0,2.55;0,0,15.96;0,0,0;0,0,0;","0,0,25.58;1,0,6.1;2,0,0.81;4,0,5.73;7,0,22.86;","0,0,21.7;1,0,6.1;2,0,2.6;4,0,12.5;7,0,36.1;","0,0,17.91;1,0,3.21;7,0,14.81;4,0,14.34;7,0,21.45;",12333
