,정원지,등무,엄정,장보,장량,반봉,유섭,포충,방열,목순,무안국,이각,곽사,조무,서영,악진,포신,한복,왕광,장양,하진,동탁,조홍,이전,화웅,원소,유비,하후돈,공손찬,손견,여포,조조,장비,관우,UserID
0,"0,0,0;","0,0,0;","0,0,0;","0,0,0;","0,0,0;","0,0,0;","0,0,0;","0,0,0;","5,0,8.33;","5,0,12.85;","5,0,12.29;","0,0,0;0,0,0;","5,0,2.2;6,0,6.76;","1,0,0.63;5,0,9.95;","0,0,0;0,0,0;","6,0,15;1,0,2.22;","1,0,2.95;0,0,3.09;","0,0,0;0,0,0;","1,0,0.91;5,0,17.75;","6,0,5.83;5,0,20.02;","5,0,3.22;6,0,16.35;7,0,4.92;","1,0,0.43;5,0,10.33;0,0,0;","1,0,2.76;0,0,4.21;7,0,9.57;","5,0,18.07;6,0,10.24;0,0,0.95;","7,0,6.98;1,0,1.91;0,0,3.7;","1,0,3.28;6,0,31.73;4,0,14.18;","5,0,29.36;6,0,31;4,0,11.82;1,0,5.4;","6,0,27.25;1,0,5.62;4,0,12.77;4,0,8.43;","1,0,4.53;4,0,11.57;2,0,3.38;6,0,27.81;","5,0,26.28;1,0,6.08;6,0,34.73;4,0,9.45;","1,0,4.3;0,0,14.22;4,0,13.84;0,0,0;0,0,0;","5,0,16.36;6,0,29.49;1,0,3.51;0,0,0;0,0,0;","0,0,5.54;0,0,0;0,0,0;0,0,0;0,0,0;","1,0,6.47;4,0,14.51;5,0,27.14;0,0,0;0,0,0;",2175
