,정원지,등무,엄정,장보,장량,반봉,유섭,포충,방열,목순,무안국,이각,곽사,조무,서영,악진,포신,한복,왕광,장양,하진,동탁,조홍,이전,화웅,원소,유비,하후돈,공손찬,손견,여포,조조,장비,관우,UserID
0,"0,0,0;","0,0,0;","0,0,0;","0,0,0;","0,0,0;","0,0,0;","0,0,0;","0,0,0;","0,0,0;","0,0,0;","0,0,0;","0,0,0;0,0,0;","0,0,0;0,0,0;","0,0,0;0,0,0;","0,0,0;0,0,0;","0,0,0;0,0,0;","0,0,0;0,0,0;","0,0,0;0,0,0;","0,0,0;0,0,0;","0,0,0;0,0,0;","0,0,0;0,0,0;0,0,0;","0,0,0;0,0,0;0,0,0;","0,0,0;0,0,0;0,0,0;","0,0,0;0,0,0;0,0,0;","0,0,0;0,0,0;0,0,0;","0,0,0;0,0,0;0,0,0;","0,0,0;0,0,0;0,0,0;0,0,0;","0,0,0;0,0,0;0,0,0;0,0,0;","0,0,0;0,0,0;0,0,0;0,0,0;","0,0,0;0,0,0;0,0,0;0,0,0;","1,0,5.05;1,0,5.78;1,0,7.03;1,0,6.43;1,0,5.47;","5,0,28.77;5,0,28.61;5,0,28.95;5,0,28.21;5,0,28.02;","4,0,13.21;4,0,13.73;4,0,14.34;4,0,13.19;4,0,13.45;","6,0,31.49;6,0,34.16;6,0,34.28;6,0,35.96;6,0,33.32;",바멍
