,정원지,등무,엄정,장보,장량,반봉,유섭,포충,방열,목순,무안국,이각,곽사,조무,서영,악진,포신,한복,왕광,장양,하진,동탁,조홍,이전,화웅,원소,유비,하후돈,공손찬,손견,여포,조조,장비,관우,UserID
0,"0,0,0;","0,0,0;","0,0,0;","0,0,0;","0,0,0;","0,0,0;","0,0,0;","0,0,0;","0,0,0;","0,0,0;","0,0,0;","0,0,0;0,0,0;","0,0,0;0,0,0;","0,0,0;0,0,0;","0,0,0;0,0,0;","0,0,0;0,0,0;","0,0,0;0,0,0;","0,0,0;0,0,0;","0,0,0;0,0,0;","0,0,0;0,0,0;","0,0,0;0,0,0;0,0,0;","0,0,0;0,0,0;0,0,0;","0,0,0;0,0,0;0,0,0;","0,0,0;0,0,0;0,0,0;","0,0,6.19;1,0,0.7;4,0,11.05;","0,0,14.4;1,0,4.85;7,0,5.08;","0,0,11.24;1,0,3.58;4,0,13.75;2,0,3.83;","0,0,0;0,0,0;0,0,0;0,0,0;","0,0,0;0,0,0;0,0,0;0,0,0;","0,0,13.33;1,0,3.85;4,0,6.29;7,0,6.87;","0,0,12.16;1,0,4.3;4,0,8.63;0,0,0;0,0,0;","0,0,14.43;1,0,5.33;4,0,13.25;7,0,10.58;0,0,0;","0,0,12.04;1,0,3.02;4,0,12.28;7,0,27.04;0,0,0;","0,0,13.39;1,0,5.53;4,0,14.44;7,0,25.81;5,0,10.36;",조자룡
