,정원지,등무,엄정,장보,장량,반봉,유섭,포충,방열,목순,무안국,이각,곽사,조무,서영,악진,포신,한복,왕광,장양,하진,동탁,조홍,이전,화웅,원소,유비,하후돈,공손찬,손견,여포,조조,장비,관우,UserID
0,"0,0,9.67;","0,0,0;","0,0,0;","0,0,0;","0,0,0;","0,0,0;","0,0,0;","0,0,0;","0,0,0;","0,0,0;","0,0,0;","0,0,0;0,0,0;","0,0,0;0,0,0;","0,0,0;0,0,0;","0,0,0;0,0,0;","0,0,0;0,0,0;","0,0,0;0,0,0;","0,0,0;0,0,0;","0,0,0;0,0,0;","0,0,0;0,0,0;","0,0,0;0,0,0;0,0,0;","0,0,0;0,0,0;0,0,0;","0,0,0;0,0,0;0,0,0;","0,0,0;0,0,0;0,0,0;","0,0,0;0,0,0;0,0,0;","0,0,0;0,0,0;0,0,0;","0,0,0;0,0,0;0,0,0;0,0,0;","0,0,0;0,0,0;0,0,0;0,0,0;","0,0,0;0,0,0;0,0,0;0,0,0;","0,0,0;0,0,0;0,0,0;0,0,0;","0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;","0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;","0,0,16.57;1,0,2.1;5,0,8.14;6,0,6.15;0,0,0;","0,0,0;0,0,0;0,0,0;0,0,0;0,0,0;",호떡이아빠
